,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3203345-0017845,2G3203345-0017845,320.3346,-0.1784,0.05,0.21,0.2,0.21,0.04,36,72,0.3,,0.44,C,,,,,,Simbad,227.5343,-58.2842
2G0415215+0082790,2G0415215+0082790,41.5215,0.8279,0.24,0.48,0.41,0.45,0.13,78,82,0.53,0.12,0.17,R,,1G041521+008270,G041.522+00.826,,,Simbad,286.0572,8.0189
2G3411737-0039851,2G3411737-0039851,341.1737,-0.3985,1.26,5.8,4.19,5.06,0.86,150,100,0.69,,0.35,C,P,1G341176-003905,G341.151-00.400,,,Simbad,253.2377,-44.6003
2G0182306+0039130,2G0182306+0039130,18.2306,0.3913,0.61,1.42,1.08,1.26,0.3,21,74,0.64,,0.24,C,,1G018224+004006,G018.218+00.397,16.3,,Simbad,275.6826,-12.8701
2G3405865+0034828,2G3405865+0034828,340.5866,0.3483,0.35,2.84,2.16,2.52,0.29,22,105,0.65,,0.2,C,P,1G340597+003518,G340.573+00.359,,,Simbad,251.9043,-44.5736
2G0042751+0003483,2G0042751+0003483,4.2752,0.0348,0.15,1.81,1.71,1.76,0.06,13,91,0.33,,0.13,C,P,1G004275+000372,G004.270+00.038,,CN54 CN55,Simbad,268.8334,-25.2473
2G0430730-0001678,2G0430730-0001678,43.073,-0.0168,0.15,0.43,0.35,0.39,0.09,143,101,0.59,0.22,0.13,R,,,G043.073-00.020,,N85,Simbad,287.5373,9.0078
2G0283748+0007529,2G0283748+0007529,28.3749,0.0753,1.06,4.19,3.51,3.86,0.81,134,113,0.55,0.09,0.1,C,P,,G028.394+00.076,,,Simbad,280.7109,-4.0204
2G3357080+0011283,2G3357080+0011283,335.7081,0.1128,0.63,5.15,4.28,4.74,0.5,63,80,0.56,,0.24,C,,1G335747+001275,G335.693+00.119,,,Simbad,247.4302,-48.3653
2G3081949-0004693,2G3081949-0004693,308.195,-0.0469,0.92,2.73,2.07,2.42,0.5,89,112,0.65,,0.16,C,,1G308199-000374,G308.192-00.042,,,Simbad,204.2985,-62.4502
2G3091660-0085227,2G3091660-0085227,309.166,-0.8523,0.81,1.32,1.07,1.2,0.36,59,121,0.59,0.28,0.31,R,,1G309169-008521,G309.171-00.849,,,Simbad,206.7214,-63.051
2G3478610+0000968,2G3478610+0000968,347.861,0.0097,0.5,1.16,0.84,1.01,0.26,20,61,0.69,,0.29,C,,1G347868+000126,G347.862+00.004,,,Simbad,258.2836,-39.0514
2G0282958-0020259,2G0282958-0020259,28.2959,-0.2026,0.13,0.74,0.56,0.66,0.09,8,74,0.65,,0.17,C,,1G028297-002017,G028.293-00.202,,,Simbad,280.9225,-4.2177
2G2975935-0003173,2G2975935-0003173,297.5935,-0.0317,0.78,2.54,1.68,2.16,0.5,19,70,0.75,,0.13,C,,,G297.570-00.036,,,Simbad,181.2661,-62.4218
2G3479527+0025094,2G3479527+0025094,347.9527,0.2509,0.3,1.02,0.82,0.93,0.16,41,78,0.59,,0.15,C,,,G347.955+00.249,,,Simbad,258.1021,-38.8354
2G3291187-0084574,2G3291187-0084574,329.1187,-0.8457,0.17,0.48,0.41,0.45,0.07,179,74,0.53,,0.2,C,,1G329119-008454,,,,Simbad,240.953,-53.6376
2G3563481-0022945,2G3563481-0022945,356.3482,-0.2295,0.16,0.67,0.41,0.55,0.09,155,140,0.79,0.09,0.25,R,,1G356348-002294,G356.347-00.230,,CS29,Simbad,264.39,-32.1578
2G0326626-0007524,2G0326626-0007524,32.6626,-0.0752,0.46,2.47,2.08,2.29,0.38,177,76,0.54,0.05,0.27,R,,1G032662-000722,G032.661-00.072,7.2,,Simbad,282.8036,-0.274
2G3153633-0023178,2G3153633-0023178,315.3634,-0.2318,0.33,0.73,0.66,0.7,0.17,66,85,0.43,0.06,0.18,R,,1G315363-002320,G315.363-00.235,,,Simbad,218.8432,-60.5703
2G3205989-0020602,2G3205989-0020602,320.599,-0.206,0.08,0.26,0.21,0.24,0.05,11,47,0.57,,0.24,C,,1G320599-002058,G320.599-00.206,,,Simbad,227.9931,-58.1733
2G3329394-0044375,2G3329394-0044375,332.9395,-0.4437,0.5,2.51,2.13,2.33,0.26,12,43,0.53,,0.22,C,,,G332.918-00.457,,,Simbad,245.0564,-50.7327
2G0319196+0019320,2G0319196+0019320,31.9196,0.1932,0.04,0.26,0.17,0.22,0.03,37,8,0.78,,0.27,C,D,,,,,Simbad,282.2259,-0.8128
2G3450957+0013294,2G3450957+0013294,345.0958,0.133,0.25,1.13,0.92,1.03,0.13,25,69,0.57,,0.21,C,,1G345096+001309,G345.095+00.136,,,Simbad,255.9929,-41.195
2G0445899+0035916,2G0445899+0035916,44.59,0.3592,0.48,0.62,0.53,0.57,0.18,159,104,0.52,0.18,0.07,R,,1G044590+003597,G044.585+00.362,,,Simbad,287.9104,10.5268
2G3269452-0001062,2G3269452-0001062,326.9452,-0.0106,1.21,5.68,4.65,5.19,0.6,48,40,0.57,,0.22,C,,1G326957-000292,G326.951+00.009,,S76,Simbad,237.2049,-54.3945
2G3043396+0062286,2G3043396+0062286,304.3397,0.6229,2.5,2.64,1.73,2.23,1.0,47,63,0.76,,0.22,C,,,G304.317+00.600,,,Simbad,195.8805,-62.2158
2G3479098+0005215,2G3479098+0005215,347.9098,0.0522,0.15,0.4,0.26,0.34,0.14,83,78,0.76,0.08,0.5,R,,1G347910+000557,G347.908+00.051,,,Simbad,258.2762,-38.987
2G2995034+0002367,2G2995034+0002367,299.5035,0.0237,0.17,0.63,0.5,0.57,0.15,145,98,0.61,0.11,0.11,C,,1G299504+000244,G299.505+00.025,,,Simbad,185.3806,-62.6487
2G3359374-0028758,2G3359374-0028758,335.9374,-0.2876,0.07,0.22,0.17,0.2,0.05,94,100,0.65,0.24,0.29,R,,1G335938-002870,,,,Simbad,248.1064,-48.4727
2G3522644-0006139,2G3522644-0006139,352.2644,-0.0614,0.74,1.15,0.79,0.99,0.25,66,83,0.73,,0.18,C,,,G352.263-00.059,,,Simbad,261.5288,-35.4833
2G3252889+0034948,2G3252889+0034948,325.289,0.3495,0.28,2.08,1.3,1.73,0.12,140,67,0.78,,0.15,C,,1G325301+003644,G325.314+00.360,,,Simbad,234.5455,-55.114
2G3399422-0058853,2G3399422-0058853,339.9422,-0.5885,0.65,2.53,1.85,2.21,0.33,14,91,0.68,0.08,0.24,R,,1G339941-005833,G339.938-00.581,,,Simbad,252.3317,-45.6699
2G3056277+0006304,2G3056277+0006304,305.6277,0.063,0.87,2.77,2.03,2.43,0.61,49,102,0.68,0.22,0.28,R,,,G305.627+00.041,,,Simbad,198.7424,-62.6855
2G0043999+0013282,2G0043999+0013282,4.4,0.1328,0.44,1.25,0.68,1.01,0.19,163,65,0.84,0.07,0.09,C,,1G004400+001326,,,CN59,Simbad,268.8094,-25.0901
2G3123674-0039725,2G3123674-0039725,312.3675,-0.3972,0.12,0.45,0.37,0.41,0.11,25,75,0.58,,0.17,C,,,G312.367-00.395,,,Simbad,213.1401,-61.7738
2G0271795+0004281,2G0271795+0004281,27.1795,0.0428,0.12,0.58,0.44,0.51,0.07,41,71,0.64,,0.2,C,,1G027179+000445,G027.177+00.041,,,Simbad,280.1913,-5.0982
2G3311457+0025158,2G3311457+0025158,331.1458,0.2516,0.22,0.61,0.49,0.55,0.13,39,115,0.6,0.28,0.14,R,,1G331150+002496,G331.140+00.254,,,Simbad,242.224,-51.4659
2G0207138-0029106,2G0207138-0029106,20.7139,-0.2911,0.13,0.39,0.38,0.39,0.09,167,108,0.29,0.13,0.1,R,,1G020715-002896,G020.710-00.290,,,Simbad,277.4832,-10.9916
2G0386277+0081133,2G0386277+0081133,38.6278,0.8113,0.08,0.43,0.27,0.36,0.04,179,49,0.77,,0.17,C,,1G038629+008115,G038.627+00.812,,,Simbad,284.7389,5.4385
2G0217233+0024908,2G0217233+0024908,21.7233,0.2491,0.07,0.44,0.36,0.4,0.05,170,23,0.57,,0.14,C,,,,,,Simbad,277.4722,-9.8468
2G3322871+0052574,2G3322871+0052574,332.2872,0.5257,0.09,0.97,0.73,0.86,0.11,65,47,0.66,,0.19,C,,1G332287+005250,,,,Simbad,243.2559,-50.4883
2G0292414-0019956,2G0292414-0019956,29.2414,-0.1996,1.35,5.94,4.67,5.34,1.02,129,111,0.62,0.04,0.08,C,P,,,,,Simbad,281.3527,-3.3752
2G3354532-0025208,2G3354532-0025208,335.4532,-0.2521,0.16,0.53,0.4,0.47,0.06,31,43,0.66,,0.14,C,,1G335453-002494,G335.454-00.248,,,Simbad,247.5655,-48.8013
2G0039421-0038185,2G0039421-0038185,3.9422,-0.3819,0.16,0.51,0.45,0.48,0.11,18,59,0.45,,0.13,C,,,G003.940-00.383,,,Simbad,269.0463,-25.7449
2G0170632+0030290,2G0170632+0030290,17.0633,0.3029,0.61,4.83,3.59,4.26,0.44,108,95,0.67,,0.32,C,,,G017.037+00.320,,,Simbad,275.1985,-13.9419
2G0420114+0034784,2G0420114+0034784,42.0115,0.3478,0.13,0.83,0.49,0.68,0.11,54,52,0.81,,0.18,C,,1G042011+003486,G042.008+00.352,16.9,,Simbad,286.7153,8.2337
2G3111244-0029062,2G3111244-0029062,311.1244,-0.2906,0.79,2.91,2.5,2.71,0.46,66,79,0.51,,0.27,C,,1G311121-002914,G311.138-00.278,14.7,,Simbad,210.548,-62.0317
2G0516194-0038236,2G0516194-0038236,51.6195,-0.3824,0.53,1.53,1.1,1.33,0.37,24,87,0.7,0.09,0.15,R,,1G051620-003819,G051.612-00.368,,,Simbad,291.9778,16.3861
2G3053971+0044567,2G3053971+0044567,305.3972,0.4457,0.78,1.85,1.42,1.65,0.67,164,115,0.64,,0.2,C,,,G305.397+00.449,,,Simbad,198.1731,-62.3243
2G0435665+0011511,2G0435665+0011511,43.5666,0.1151,0.1,0.67,0.64,0.65,0.06,62,98,0.33,,0.17,C,,1G043568+001140,G043.571+00.112,,,Simbad,287.6498,9.5065
2G2985410-0027224,2G2985410-0027224,298.541,-0.2722,0.5,1.8,1.49,1.65,0.25,49,63,0.56,,0.35,C,,,G298.529-00.251,10.5,,Simbad,183.2127,-62.8145
2G0383777+0016867,2G0383777+0016867,38.3778,0.1687,0.08,0.29,0.24,0.27,0.1,18,64,0.53,0.18,0.18,R,,1G038378+001703,G038.376+00.171,,,Simbad,285.1981,4.9224
2G0435370+0001857,2G0435370+0001857,43.5371,0.0186,0.01,0.19,0.17,0.18,0.03,134,52,0.44,,0.18,C,,,G043.537+00.018,6.2,,Simbad,287.7227,9.4358
2G0316135+0033467,2G0316135+0033467,31.6135,0.3347,0.26,1.4,1.2,1.3,0.15,171,92,0.51,,0.36,C,,1G031613+003353,G031.610+00.335,,,Simbad,281.9603,-1.0207
2G0381021-0023462,2G0381021-0023462,38.1021,-0.2346,0.19,0.45,0.34,0.4,0.13,15,61,0.64,0.26,0.11,R,,1G038103-002337,G038.101-00.238,,,Simbad,285.4313,4.4927
2G0229432+0005184,2G0229432+0005184,22.9433,0.0519,0.44,0.7,0.46,0.59,0.13,75,104,0.75,,0.13,C,,1G022945+000497,,,,Simbad,278.2214,-8.8563
2G0592996-0006873,2G0592996-0006873,59.2996,-0.0687,1.07,7.57,6.29,6.96,1.15,82,168,0.56,0.16,0.45,R,,1G059282-000655,,,,Simbad,295.661,23.2487
2G3465290+0011555,2G3465290+0011555,346.529,0.1156,0.03,0.24,0.2,0.22,0.03,25,18,0.55,,0.26,C,,,G346.530+00.115,,,Simbad,257.1495,-40.0619
2G0109280+0006553,2G0109280+0006553,10.9281,0.0655,0.26,1.0,0.63,0.84,0.2,123,131,0.78,0.07,0.12,R,,1G010931+000683,G010.925+00.069,,,Simbad,272.3582,-19.4466
2G3276500-0033468,2G3276500-0033468,327.65,-0.3347,0.43,1.75,1.4,1.59,0.27,10,99,0.6,,0.32,C,P,1G327648-003352,G327.651-00.334,,,Simbad,238.4931,-54.2029
2G3365833+0002587,2G3365833+0002587,336.5833,0.0259,0.75,0.99,0.74,0.87,0.25,43,93,0.66,0.1,0.11,C,,1G336590+000291,G336.585+00.019,,,Simbad,248.4209,-47.7861
2G3196731+0032098,2G3196731+0032098,319.6732,0.321,0.07,0.37,0.33,0.35,0.09,17,110,0.43,,0.16,C,,,G319.675+00.325,,,Simbad,225.9729,-58.1788
2G0448070-0048566,2G0448070-0048566,44.8071,-0.4857,1.36,2.92,1.93,2.48,0.67,81,123,0.75,0.14,0.48,R,,1G044811-004866,G044.811-00.492,8.9,N94,Simbad,288.7739,10.3272
2G3443663-0024223,2G3443663-0024223,344.3663,-0.2422,0.67,2.22,1.88,2.06,0.51,53,82,0.53,,0.31,C,,1G344372-002400,G344.366-00.262,,,Simbad,255.7969,-42.0021
2G3234792-0010029,2G3234792-0010029,323.4792,-0.1003,0.16,0.67,0.57,0.62,0.16,15,56,0.51,0.12,0.11,R,,1G323478-001036,G323.478-00.106,,,Simbad,232.383,-56.5292
2G0450619+0045149,2G0450619+0045149,45.062,0.4515,0.08,0.37,0.26,0.32,0.08,66,20,0.71,,0.14,C,,1G045062+004515,G045.061+00.451,,,Simbad,288.0495,10.9879
2G3035403+0008432,2G3035403+0008432,303.5404,0.0843,0.22,0.84,0.65,0.75,0.15,6,71,0.63,,0.19,C,,1G303540+000848,G303.540+00.087,,,Simbad,194.1899,-62.7812
2G0253574+0010087,2G0253574+0010087,25.3575,0.1009,0.44,1.72,1.49,1.61,0.32,166,85,0.5,0.19,0.27,R,,1G025358+001044,G025.357+00.102,,,Simbad,279.2994,-6.6907
2G3479891-0038050,2G3479891-0038050,347.9892,-0.3805,0.18,0.84,0.55,0.71,0.09,89,26,0.75,,0.13,C,,,G347.996-00.380,,,Simbad,258.7881,-39.1758
2G3552545-0023865,2G3552545-0023865,355.2546,-0.2387,0.48,0.48,0.42,0.45,0.19,132,118,0.49,0.11,0.09,C,,1G355258-002399,G355.258-00.242,,,Simbad,263.6996,-33.084
2G3278785-0072277,2G3278785-0072277,327.8785,-0.7228,0.1,0.62,0.39,0.52,0.09,77,81,0.77,,0.24,C,D,1G327879-007232,,,,Simbad,239.2193,-54.3548
2G0380685-0026073,2G0380685-0026073,38.0685,-0.2607,0.09,0.4,0.33,0.37,0.1,52,141,0.54,0.17,0.21,R,,1G038069-002602,G038.068-00.261,,,Simbad,285.4392,4.4509
2G3288051-0007321,2G3288051-0007321,328.8051,-0.0732,0.31,1.17,1.01,1.09,0.21,31,114,0.52,0.26,0.39,R,,1G328807-000775,G328.807-00.078,,,Simbad,239.7048,-53.2601
2G0044265+0009332,2G0044265+0009332,4.4265,0.0933,0.32,1.93,1.69,1.81,0.14,13,76,0.48,,0.13,C,,1G004415+001019,G004.409+00.110,,CN60,Simbad,268.8619,-25.0872
2G0234136-0020558,2G0234136-0020558,23.4136,-0.2056,0.17,0.89,0.67,0.79,0.13,20,86,0.65,0.11,0.13,R,,1G023425-002105,,,,Simbad,278.6719,-8.5578
2G0024160+0007501,2G0024160+0007501,2.4161,0.075,0.68,1.13,0.85,1.0,0.4,13,82,0.66,0.14,0.1,R,,1G002420+000786,G002.418+00.078,,CN29,Simbad,267.7437,-26.8282
2G0043520+0013886,2G0043520+0013886,4.352,0.1389,1.07,2.41,2.01,2.22,0.59,176,85,0.55,0.08,0.22,R,,1G004346+001351,G004.343+00.115,,CN56,Simbad,268.7769,-25.1285
2G3380009+0008317,2G3380009+0008317,338.001,0.0832,0.13,0.43,0.29,0.36,0.06,30,69,0.74,,0.14,C,,,G337.996+00.081,,,Simbad,249.7634,-46.6987
2G0494940-0034552,2G0494940-0034552,49.4941,-0.3455,0.21,0.37,0.29,0.33,0.14,20,85,0.63,0.07,0.14,R,D,1G049494-003448,G049.494-00.345,5.5,,Simbad,290.8969,14.5333
2G3458390+0001208,2G3458390+0001208,345.8391,0.0121,0.05,0.28,0.25,0.27,0.02,28,52,0.5,,0.29,C,,,G345.839+00.011,,,Simbad,256.7154,-40.6761
2G3278122+0010797,2G3278122+0010797,327.8123,0.108,0.26,1.77,1.68,1.72,0.16,33,63,0.32,,0.19,C,,1G327811+001150,G327.824+00.117,7.2,,Simbad,238.2285,-53.7579
2G0101641-0033960,2G0101641-0033960,10.1642,-0.3396,0.63,2.54,1.64,2.13,0.38,10,78,0.76,,0.22,C,,1G010162-003491,G010.160-00.350,,CN143,Simbad,272.342,-20.3112
2G0444394+0054801,2G0444394+0054801,44.4394,0.548,0.21,0.74,0.42,0.6,0.11,98,79,0.82,,0.12,C,,,,,,Simbad,287.6694,10.4806
2G3566387+0013542,2G3566387+0013542,356.6388,0.1354,0.22,0.9,0.7,0.81,0.18,5,82,0.63,,0.25,C,,1G356638+001355,G356.637+00.134,,,Simbad,264.211,-31.7167
2G0498026-0045162,2G0498026-0045162,49.8027,-0.4516,0.88,4.39,3.13,3.81,0.52,47,84,0.7,,0.24,C,,,G049.801-00.436,,,Simbad,291.1444,14.7549
2G3268030-0061679,2G3268030-0061679,326.8031,-0.6168,1.46,5.96,3.74,4.97,0.73,139,145,0.78,0.04,0.12,C,P,1G326817-006260,G326.746-00.616,,S78,Simbad,237.6679,-54.9567
2G0261296-0009831,2G0261296-0009831,26.1296,-0.0983,0.2,1.68,0.82,1.32,0.16,33,68,0.87,,0.15,C,,,G026.109-00.094,,,Simbad,279.834,-6.0961
2G3176012-0025091,2G3176012-0025091,317.6013,-0.2509,2.2,3.16,2.37,2.8,1.13,45,124,0.66,0.06,0.06,C,,,G317.570-00.257,,,Simbad,222.9391,-59.6512
2G0574324+0006348,2G0574324+0006348,57.4325,0.0635,0.21,0.48,0.39,0.44,0.12,4,77,0.59,0.11,0.12,C,,,,,,Simbad,294.5394,21.69
2G3198806-0007373,2G3198806-0007373,319.8807,-0.0737,1.62,1.89,1.37,1.65,0.61,72,103,0.69,0.18,0.12,R,,1G319888-000699,G319.883-00.066,,,Simbad,226.6856,-58.4209
2G0167676+0002100,2G0167676+0002100,16.7676,0.021,0.17,0.97,0.75,0.87,0.09,32,111,0.64,,0.14,C,,,G016.770+00.019,,,Simbad,275.3113,-14.3355
2G3051545+0012104,2G3051545+0012104,305.1545,0.1211,1.54,3.48,2.74,3.13,1.1,20,108,0.62,0.17,0.34,R,,1G305155+001160,,,,Simbad,197.7046,-62.667
2G3307193+0016817,2G3307193+0016817,330.7193,0.1682,1.14,1.16,0.92,1.05,0.46,53,71,0.61,,0.16,C,,,G330.712+00.173,7.4,,Simbad,241.8063,-51.8147
2G0555787+0066402,2G0555787+0066402,55.5788,0.664,0.66,2.78,1.99,2.42,0.42,34,69,0.7,,0.13,C,,,G055.567+00.701,,,Simbad,293.0118,20.3621
2G0501203+0061876,2G0501203+0061876,50.1204,0.6188,0.32,0.61,0.42,0.52,0.11,81,104,0.73,,0.17,C,,,G050.124+00.616,,,Simbad,290.3221,15.5402
2G3459441-0055363,2G3459441-0055363,345.9442,-0.5536,0.06,0.59,0.57,0.58,0.12,44,122,0.26,,0.19,C,,1G345946-005534,G345.946-00.555,,,Simbad,257.3973,-40.9304
2G0508472-0016963,2G0508472-0016963,50.8473,-0.1696,0.13,0.3,0.26,0.28,0.16,179,93,0.5,0.2,0.1,R,,1G050847-001696,G050.848-00.170,,,Simbad,291.4005,15.8083
2G3432517+0073544,2G3432517+0073544,343.2517,0.7355,0.34,0.66,0.57,0.61,0.09,14,49,0.51,0.08,0.15,R,,,G343.251+00.733,,,Simbad,253.831,-42.2725
2G0216898+0006995,2G0216898+0006995,21.6898,0.0699,0.08,0.85,0.72,0.79,0.09,53,25,0.54,,0.15,C,,1G021690+000707,G021.688+00.074,,,Simbad,277.6177,-9.9595
2G0023153+0024455,2G0023153+0024455,2.3153,0.2446,0.23,0.82,0.58,0.71,0.17,28,103,0.71,0.18,0.12,R,,,,,,Simbad,267.5226,-26.8279
2G0117612-0009724,2G0117612-0009724,11.7613,-0.0972,0.3,1.12,0.92,1.02,0.19,29,52,0.56,,0.29,C,,1G011762-000972,G011.758-00.102,,,Simbad,272.9345,-18.7954
2G0292543+0006880,2G0292543+0006880,29.2543,0.0688,0.96,0.85,0.62,0.74,0.3,46,138,0.68,0.17,0.14,R,,,G029.261+00.064,,,Simbad,281.1194,-3.2411
2G3217038+0024078,2G3217038+0024078,321.7038,0.2408,0.14,0.97,0.89,0.93,0.08,27,105,0.38,,0.16,C,,1G321703+002405,,,,Simbad,229.323,-57.2166
2G3384506-0024877,2G3384506-0024877,338.4507,-0.2488,0.08,0.35,0.26,0.31,0.09,50,75,0.65,,0.15,C,,,G338.450-00.250,,,Simbad,250.5596,-46.5818
2G0299775+0054720,2G0299775+0054720,29.9775,0.5472,0.41,1.57,0.98,1.31,0.23,36,96,0.78,,0.13,C,,1G029977+005476,G029.976+00.547,,,Simbad,281.0241,-2.3793
2G3209903-0050827,2G3209903-0050827,320.9903,-0.5083,0.26,1.28,1.15,1.22,0.15,32,92,0.44,0.1,0.17,R,,1G320991-005084,,,,Simbad,228.9255,-58.2291
2G3379224-0015599,2G3379224-0015599,337.9224,-0.156,0.13,0.42,0.3,0.36,0.06,44,57,0.69,,0.15,C,,,G337.920-00.158,,,Simbad,249.9479,-46.9165
2G3344710-0022515,2G3344710-0022515,334.471,-0.2251,0.87,2.38,2.14,2.26,0.5,68,127,0.44,0.05,0.3,R,,1G334471-002300,G334.468-00.229,,,Simbad,246.4962,-49.4913
2G0290885-0024849,2G0290885-0024849,29.0886,-0.2485,0.63,2.13,1.64,1.9,0.4,38,85,0.64,0.08,0.16,R,,1G029089-002370,G029.088-00.265,,,Simbad,281.3264,-3.5335
2G3205764+0018991,2G3205764+0018991,320.5764,0.1899,0.84,5.07,4.47,4.78,0.61,33,133,0.47,0.12,0.27,R,,1G320587+002504,G320.590+00.190,,S92,Simbad,227.5757,-57.8441
2G0485894+0008190,2G0485894+0008190,48.5894,0.0819,0.07,0.81,0.4,0.64,0.03,30,47,0.87,,0.17,C,,,,,,Simbad,290.0683,13.9365
2G0445146+0036718,2G0445146+0036718,44.5146,0.3672,0.22,0.96,0.73,0.85,0.14,144,122,0.65,,0.16,C,,1G044512+003691,G044.516+00.359,,,Simbad,287.8677,10.4637
2G2999221+0000659,2G2999221+0000659,299.9221,0.0066,0.11,0.47,0.3,0.39,0.11,32,54,0.77,0.2,0.16,R,,,G299.922+00.006,,,Simbad,186.2832,-62.7113
2G0509373+0035330,2G0509373+0035330,50.9374,0.3533,0.59,0.56,0.47,0.52,0.21,40,110,0.54,0.03,0.11,C,,,G050.938+00.354,,,Simbad,290.9659,16.1354
2G0369192-0029494,2G0369192-0029494,36.9193,-0.2949,0.15,0.5,0.46,0.48,0.14,18,90,0.4,0.14,0.14,R,,1G036920-002944,G036.922-00.292,,,Simbad,284.9428,3.4134
2G3272394-0046915,2G3272394-0046915,327.2395,-0.4692,0.09,0.36,0.29,0.32,0.04,6,72,0.61,,0.17,C,,1G327239-004689,G327.237-00.468,,,Simbad,238.0945,-54.5672
2G0551554+0026311,2G0551554+0026311,55.1555,0.2631,0.38,2.71,2.14,2.44,0.3,9,85,0.61,0.12,0.18,R,,1G055148+002681,G055.148+00.271,,,Simbad,293.1682,19.7979
2G3201908-0017448,2G3201908-0017448,320.1908,-0.1745,0.55,1.92,1.45,1.7,0.32,77,92,0.66,,0.21,C,,1G320191-001752,G320.190-00.172,,,Simbad,227.2942,-58.3534
2G3217983-0054091,2G3217983-0054091,321.7984,-0.5409,0.15,0.71,0.58,0.65,0.11,66,159,0.58,0.13,0.29,R,,1G321799-005406,G321.798-00.537,,,Simbad,230.2502,-57.8266
2G3443932-0013116,2G3443932-0013116,344.3932,-0.1312,1.8,3.51,2.51,3.05,1.61,91,76,0.7,,0.13,C,,,G344.392-00.127,,,Simbad,255.7007,-41.9131
2G0524066-0059330,2G0524066-0059330,52.4066,-0.5933,0.52,1.07,0.8,0.95,0.27,6,131,0.66,0.13,0.27,R,,1G052406-005919,G052.398-00.591,5.2,,Simbad,292.5644,16.9763
2G0050583+0026524,2G0050583+0026524,5.0583,0.2652,0.56,2.34,1.81,2.09,0.4,20,84,0.63,,0.14,C,,,G005.068+00.275,,,Simbad,269.0487,-24.4548
2G0366080-0055035,2G0366080-0055035,36.608,-0.5504,0.41,3.27,1.9,2.67,0.26,42,130,0.81,,0.25,C,,,G036.620-00.557,,,Simbad,285.0279,3.0197
2G3341987-0006984,2G3341987-0006984,334.1987,-0.0698,0.08,0.48,0.32,0.41,0.03,89,44,0.75,,0.13,C,,1G334199-000687,G334.199-00.066,,,Simbad,246.0317,-49.5773
2G3295599+0025609,2G3295599+0025609,329.5599,0.2561,0.72,2.83,2.23,2.55,0.63,27,83,0.62,,0.26,C,,1G329561+002615,G329.567+00.242,,,Simbad,240.2968,-52.5181
2G3330037+0084076,2G3330037+0084076,333.0038,0.8408,0.34,1.75,1.18,1.49,0.27,86,82,0.74,0.1,0.21,R,,1G333005+008375,,,,Simbad,243.7287,-49.7666
2G2984263+0039029,2G2984263+0039029,298.4264,0.3903,0.35,3.42,2.26,2.9,0.57,58,58,0.75,,0.18,C,,1G298426+003753,,,,Simbad,183.1816,-62.1423
2G2973119-0028682,2G2973119-0028682,297.312,-0.2868,0.7,1.52,1.18,1.36,0.33,39,97,0.63,,0.16,C,,1G297314-002877,G297.312-00.295,,,Simbad,180.5646,-62.6207
2G3424397-0005582,2G3424397-0005582,342.4397,-0.0558,0.18,0.51,0.26,0.41,0.11,61,77,0.87,0.07,0.1,C,,,G342.438-00.061,,,Simbad,253.9767,-43.4013
2G3207013+0018599,2G3207013+0018599,320.7013,0.186,0.71,2.81,2.15,2.5,0.42,10,97,0.64,0.05,0.29,R,,1G320702+001734,G320.692+00.185,12.8,,Simbad,227.7813,-57.784
2G3050452+0019765,2G3050452+0019765,305.0453,0.1977,0.94,3.05,2.15,2.64,0.44,38,56,0.71,,0.14,C,,1G305042+002016,G305.037+00.202,,,Simbad,197.4554,-62.5986
2G0040123-0029873,2G0040123-0029873,4.0123,-0.2987,0.55,0.77,0.54,0.67,0.39,27,97,0.71,0.32,0.12,R,,1G004011-002990,G004.009-00.295,,,Simbad,269.0057,-25.6424
2G0358163+0027053,2G0358163+0027053,35.8164,0.2705,0.18,1.74,0.91,1.39,0.07,33,32,0.85,,0.19,C,,1G035812+002630,G035.809+00.262,,,Simbad,283.9347,2.6904
2G0363543+0065224,2G0363543+0065224,36.3543,0.6522,0.48,1.19,0.91,1.06,0.25,28,104,0.65,0.09,0.08,C,,,G036.360+00.641,,,Simbad,283.8403,3.3432
2G3112243+0073310,2G3112243+0073310,311.2243,0.7331,0.9,3.32,2.82,3.08,0.5,41,100,0.53,0.08,0.16,R,P,1G311214+007524,G311.216+00.762,5.6,S136,Simbad,210.1752,-61.0186
2G3296029+0040162,2G3296029+0040162,329.6029,0.4016,0.91,3.59,2.77,3.21,0.68,13,84,0.64,0.11,0.26,R,,1G329602+004009,G329.596+00.397,,,Simbad,240.1938,-52.38
2G3240054+0009938,2G3240054+0009938,324.0054,0.0994,1.16,1.98,1.51,1.76,0.58,45,132,0.65,0.07,0.14,R,,1G324012+001006,G324.025+00.089,,,Simbad,232.9572,-56.0652
2G0568974+0047338,2G0568974+0047338,56.8975,0.4734,0.59,2.27,1.52,1.93,0.38,34,159,0.74,0.17,0.26,R,,1G056895+004700,G056.889+00.468,,,Simbad,293.8739,21.4234
2G3113130-0050649,2G3113130-0050649,311.3131,-0.5065,0.4,1.25,0.86,1.07,0.18,54,72,0.73,,0.19,C,,1G311313-005101,G311.313-00.505,,,Simbad,211.0625,-62.1876
