,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3454336+0020933,2G3454336+0020933,345.4337,0.2093,0.39,0.88,0.7,0.79,0.24,53,95,0.61,0.04,0.28,R,,1G345434+002068,G345.432+00.207,,,Simbad,256.1845,-40.8802
2G0173276+0042877,2G0173276+0042877,17.3277,0.4288,0.06,0.28,0.24,0.26,0.04,103,81,0.51,,0.41,C,,1G017328+004293,G017.330+00.428,,,Simbad,275.2124,-13.6494
2G0244969-0003930,2G0244969-0003930,24.497,-0.0393,0.32,0.41,0.39,0.4,0.13,3,46,0.32,,0.16,C,,1G024500-000354,G024.498-00.039,9.2,,Simbad,279.0264,-7.5194
2G0306561+0022411,2G0306561+0022411,30.6561,0.2241,0.38,0.37,0.3,0.33,0.13,44,113,0.59,0.05,0.09,C,,,,,,Simbad,281.6218,-1.9231
2G0381792-0001256,2G0381792-0001256,38.1793,-0.0126,0.14,1.27,1.0,1.14,0.09,13,102,0.62,,0.21,C,,1G038181-000131,,,,Simbad,285.2688,4.663
2G0025928+0000502,2G0025928+0000502,2.5928,0.005,0.04,0.21,0.14,0.18,0.03,36,91,0.72,,0.22,C,,,,,,Simbad,267.9122,-26.7121
2G3327127+0056275,2G3327127+0056275,332.7127,0.5627,0.68,1.43,1.1,1.28,0.5,17,96,0.64,0.11,0.24,R,,1G332711+005667,,,,Simbad,243.6997,-50.1687
2G3472408+0030897,2G3472408+0030897,347.2409,0.309,0.19,0.47,0.33,0.41,0.12,2,75,0.71,0.1,0.09,C,,1G347240+003096,G347.237+00.308,,,Simbad,257.4991,-39.3749
2G3508844+0072947,2G3508844+0072947,350.8844,0.7295,0.19,0.67,0.52,0.6,0.19,19,94,0.62,0.13,0.13,R,,1G350884+007300,G350.889+00.728,,CS95,Simbad,259.7605,-36.1721
2G0106171-0040606,2G0106171-0040606,10.6172,-0.4061,0.19,0.85,0.57,0.72,0.1,178,92,0.74,0.05,0.15,R,,1G010619-003993,G010.617-00.405,17.3,,Simbad,272.6372,-19.9467
2G3283561-0048449,2G3283561-0048449,328.3562,-0.4845,0.15,0.4,0.28,0.35,0.12,82,113,0.72,0.23,0.15,R,,,G328.355-00.485,,,Simbad,239.5787,-53.8643
2G3322932-0010084,2G3322932-0010084,332.2932,-0.1008,0.08,0.35,0.24,0.3,0.06,155,88,0.73,,0.17,C,,1G332293-001020,G332.293-00.106,3.3,,Simbad,243.9446,-50.9381
2G3294222-0015755,2G3294222-0015755,329.4222,-0.1576,0.11,0.27,0.18,0.23,0.12,32,11,0.75,,0.41,C,,1G329422-001589,G329.422-00.160,,,Simbad,240.5741,-52.9205
2G0051025-0000102,2G0051025-0000102,5.1025,-0.001,0.31,0.53,0.37,0.46,0.22,7,111,0.72,0.11,0.14,R,,,G005.101-00.001,,,Simbad,269.3261,-24.5502
2G0347620-0067053,2G0347620-0067053,34.762,-0.6705,0.9,4.75,3.48,4.16,0.74,52,139,0.68,0.14,0.55,R,P,1G034753-006701,G034.757-00.669,3.4,N64,Simbad,284.291,1.3227
2G3207661-0027304,2G3207661-0027304,320.7662,-0.273,0.11,0.52,0.31,0.43,0.08,1,98,0.81,,0.18,C,,1G320767-002728,G320.766-00.276,,,Simbad,228.3302,-58.1447
2G0065337-0011839,2G0065337-0011839,6.5337,-0.1184,0.05,0.55,0.27,0.43,0.01,8,5,0.87,,0.13,C,,1G006533-001187,G006.534-00.119,,,Simbad,270.2183,-23.3681
2G3217607-0055552,2G3217607-0055552,321.7608,-0.5555,0.21,0.61,0.46,0.54,0.17,39,86,0.66,0.25,0.25,R,,1G321764-005571,G321.765-00.554,,,Simbad,230.2056,-57.8592
2G3266417+0014079,2G3266417+0014079,326.6418,0.1408,0.1,0.35,0.23,0.3,0.06,91,86,0.75,0.14,0.19,R,,1G326642+001418,G326.643+00.142,,,Simbad,236.6342,-54.4634
2G0458460-0029806,2G0458460-0029806,45.8461,-0.2981,0.52,1.52,1.04,1.3,0.34,160,85,0.73,,0.13,C,,1G045843-002960,G045.838-00.296,5.9,,Simbad,289.0974,11.3341
2G0123586+0002922,2G0123586+0002922,12.3586,0.0292,0.06,0.32,0.27,0.3,0.04,70,75,0.5,,0.24,C,,,G012.357+00.029,,,Simbad,273.1204,-18.2108
2G3115728+0023925,2G3115728+0023925,311.5728,0.2393,0.05,0.3,0.26,0.28,0.04,93,85,0.48,,0.24,C,,,G311.575+00.239,11.6,,Simbad,211.1505,-61.3989
2G3383590-0009561,2G3383590-0009561,338.3591,-0.0956,0.09,0.52,0.48,0.5,0.05,49,51,0.42,,0.14,C,,1G338361-000970,G338.360-00.095,,,Simbad,250.3043,-46.5495
2G3268418+0065584,2G3268418+0065584,326.8418,0.6559,0.04,0.46,0.42,0.44,0.07,160,41,0.44,,0.15,C,,,,,,Simbad,236.3631,-53.934
2G0251461+0009214,2G0251461+0009214,25.1461,0.0921,0.32,0.6,0.47,0.54,0.12,155,45,0.63,,0.12,C,,,G025.147+00.089,,,Simbad,279.2095,-6.8825
2G0253618-0015867,2G0253618-0015867,25.3619,-0.1587,1.05,2.76,1.8,2.33,0.53,98,100,0.76,0.1,0.38,R,,1G025372-001767,G025.382-00.151,4.0,N39 N38,Simbad,279.5337,-6.806
2G0371769-0044654,2G0371769-0044654,37.177,-0.4465,0.46,2.08,1.63,1.87,0.37,67,67,0.62,,0.28,C,P,1G037179-004399,G037.175-00.440,11.1,,Simbad,285.1959,3.5732
2G0128794+0049349,2G0128794+0049349,12.8795,0.4935,0.14,0.26,0.18,0.23,0.1,52,106,0.72,0.06,0.08,C,,,G012.878+00.495,2.5,,Simbad,272.9556,-17.5309
2G0185833+0034458,2G0185833+0034458,18.5834,0.3446,0.08,0.38,0.35,0.37,0.05,25,57,0.41,,0.25,C,,1G018583+003447,G018.584+00.344,15.0,,Simbad,275.8944,-12.5804
2G3520962-0003383,2G3520962-0003383,352.0963,-0.0338,0.49,0.73,0.54,0.64,0.24,10,58,0.68,,0.15,C,,1G352097-000343,G352.098-00.039,,,Simbad,261.385,-35.6071
2G3580086-0015094,2G3580086-0015094,358.0087,-0.1509,0.13,0.43,0.31,0.38,0.07,147,72,0.69,,0.14,C,,,G358.010-00.153,,,Simbad,265.3482,-30.7103
2G0055779-0021020,2G0055779-0021020,5.5779,-0.2102,0.26,0.35,0.27,0.32,0.12,50,99,0.64,,0.22,C,,,,,,Simbad,269.786,-24.243
2G3191514-0034897,2G3191514-0034897,319.1514,-0.349,0.72,3.37,2.85,3.12,0.46,21,101,0.54,0.21,0.37,R,,1G319188-003543,G319.188-00.329,,S100,Simbad,225.7199,-59.0178
2G3310253+0009778,2G3310253+0009778,331.0253,0.0978,0.23,0.46,0.39,0.43,0.19,43,102,0.55,0.12,0.09,C,,,G331.025+00.099,,,Simbad,242.2482,-51.6607
2G3277660+0016331,2G3277660+0016331,327.766,0.1633,0.23,1.04,0.76,0.91,0.11,44,54,0.68,,0.2,C,,1G327767+001650,G327.763+00.163,,,Simbad,238.1087,-53.7443
2G3392980-0001888,2G3392980-0001888,339.2981,-0.0189,0.16,0.49,0.38,0.44,0.1,67,80,0.63,0.11,0.2,R,,1G339298-000221,G339.299-00.020,,,Simbad,251.1123,-45.7916
2G3271407+0024138,2G3271407+0024138,327.1408,0.2414,1.17,1.54,1.12,1.34,0.74,66,88,0.69,0.17,0.18,R,,1G327146+002426,G327.139+00.242,,,Simbad,237.1988,-54.0755
2G3475390+0017254,2G3475390+0017254,347.539,0.1726,0.69,7.62,4.1,6.12,0.34,149,58,0.84,,0.16,C,,1G347529+002163,G347.620+00.146,,,Simbad,257.8693,-39.2156
2G0461102+0028635,2G0461102+0028635,46.1103,0.2863,0.12,0.22,0.14,0.19,0.1,149,61,0.76,0.05,0.12,C,,,G046.109+00.286,,,Simbad,288.6949,11.84
2G0432758-0044605,2G0432758-0044605,43.2758,-0.4461,0.81,1.0,0.73,0.87,0.31,177,96,0.68,0.18,0.22,R,,1G043279-004475,G043.277-00.448,,,Simbad,288.0177,8.9891
2G0040556-0001448,2G0040556-0001448,4.0557,-0.0145,0.02,0.15,0.12,0.14,0.02,38,58,0.61,,0.38,C,,,G004.056-00.015,,CN50,Simbad,268.7579,-25.4617
2G0271603+0000275,2G0271603+0000275,27.1603,0.0027,0.05,0.24,0.17,0.21,0.08,37,70,0.67,,0.17,C,,,G027.160+00.001,,,Simbad,280.2182,-5.1336
2G0313167+0004774,2G0313167+0004774,31.3168,0.0478,0.34,1.23,1.14,1.19,0.14,151,106,0.37,,0.31,C,,1G031308+000533,G031.309+00.044,,,Simbad,282.0803,-1.4156
2G0165601+0000225,2G0165601+0000225,16.5602,0.0023,0.07,0.31,0.19,0.26,0.06,89,66,0.8,0.28,0.34,R,,1G016560+000056,G016.560+00.002,,,Simbad,275.2275,-14.5273
2G3515914-0035630,2G3515914-0035630,351.5915,-0.3563,0.11,0.55,0.27,0.44,0.04,167,68,0.87,,0.14,C,,1G351585-003560,,,,Simbad,261.3654,-36.2059
2G3057622-0024963,2G3057622-0024963,305.7623,-0.2496,0.11,0.41,0.33,0.37,0.07,48,84,0.59,0.06,0.1,C,,1G305762-002495,G305.763-00.250,,,Simbad,199.1003,-62.9841
2G3302916+0049596,2G3302916+0049596,330.2917,0.496,0.24,1.14,1.01,1.07,0.27,16,115,0.46,0.36,0.29,R,,1G330292+004960,G330.286+00.494,,,Simbad,240.9369,-51.8555
2G0167957+0006212,2G0167957+0006212,16.7958,0.0621,0.32,0.41,0.31,0.37,0.1,142,69,0.67,0.07,0.14,R,,1G016800+000607,G016.794+00.061,,,Simbad,275.2876,-14.2913
2G0073498+0003241,2G0073498+0003241,7.3498,0.0324,0.1,0.38,0.33,0.35,0.08,6,97,0.5,0.28,0.23,R,,1G007350+000365,G007.350+00.032,,CN97,Simbad,270.5147,-22.5843
2G3054861+0033278,2G3054861+0033278,305.4861,0.3328,0.14,0.44,0.26,0.36,0.07,27,56,0.81,,0.16,C,,,G305.487+00.332,,,Simbad,198.3846,-62.4293
2G3337190-0002679,2G3337190-0002679,333.7191,-0.0268,0.08,0.47,0.37,0.42,0.06,65,31,0.6,,0.38,C,,,G333.719-00.027,,,Simbad,245.4617,-49.8874
2G3400917-0017180,2G3400917-0017180,340.0918,-0.1718,0.48,1.51,1.22,1.37,0.26,44,80,0.58,0.04,0.35,R,,1G340093-001704,G340.097-00.174,,,Simbad,252.0141,-45.2872
2G0377800-0021389,2G0377800-0021389,37.78,-0.2139,0.14,0.91,0.53,0.74,0.06,6,63,0.81,,0.14,C,D,,,,,Simbad,285.2651,4.2158
2G0286086-0001182,2G0286086-0001182,28.6086,-0.0118,0.56,0.98,0.72,0.86,0.28,14,154,0.68,0.16,0.29,R,,1G028610-000090,G028.605-00.013,,,Simbad,280.8957,-3.8523
2G3464180+0026067,2G3464180+0026067,346.418,0.2607,0.04,0.4,0.22,0.33,0.02,29,113,0.84,,0.53,C,,1G346416+002582,G346.416+00.257,,,Simbad,256.9108,-40.0639
2G3558804-0052267,2G3558804-0052267,355.8804,-0.5227,0.21,1.46,1.09,1.29,0.26,129,91,0.67,0.17,0.24,R,,1G355878-005186,G355.882-00.524,,CS34,Simbad,264.3861,-32.7098
2G0198120+0001667,2G0198120+0001667,19.812,0.0167,0.34,1.01,0.84,0.93,0.2,24,93,0.55,0.29,0.33,R,,1G019814+000181,G019.818+00.010,,N27,Simbad,276.7779,-11.6472
2G0493802-0030761,2G0493802-0030761,49.3802,-0.3076,0.21,1.24,0.79,1.04,0.12,4,42,0.77,,0.25,C,,1G049381-003064,G049.384-00.298,5.3,,Simbad,290.8068,14.4508
2G0548372-0039918,2G0548372-0039918,54.8372,-0.3992,0.28,0.55,0.42,0.49,0.17,54,126,0.65,0.07,0.11,C,,1G054837-003984,,,,Simbad,293.6195,19.1987
2G0244383+0025094,2G0244383+0025094,24.4383,0.251,0.03,0.16,0.12,0.14,0.03,10,42,0.71,0.12,0.26,R,,,G024.438+00.250,7.7,,Simbad,278.7392,-7.4379
2G0491597-0006503,2G0491597-0006503,49.1597,-0.065,0.15,1.75,1.09,1.46,0.16,47,139,0.78,,0.18,C,,1G049161-000598,G049.163-00.066,5.3,,Simbad,290.4785,14.3708
2G3372534-0016653,2G3372534-0016653,337.2534,-0.1665,0.09,0.48,0.31,0.41,0.07,88,51,0.76,,0.3,C,,1G337254-001664,G337.253-00.165,,,Simbad,249.3023,-47.4215
2G3408570-0010357,2G3408570-0010357,340.857,-0.1036,0.07,0.37,0.21,0.3,0.04,149,52,0.83,,0.27,C,,1G340857-001056,G340.857-00.102,,,Simbad,252.6348,-44.6569
2G0214937-0015789,2G0214937-0015789,21.4937,-0.1579,0.1,0.26,0.19,0.23,0.06,11,18,0.68,,0.14,C,,,G021.494-00.159,11.7,,Simbad,277.7305,-10.2388
2G3423552-0005008,2G3423552-0005008,342.3552,-0.0501,0.11,0.71,0.63,0.67,0.09,13,103,0.45,0.24,0.45,R,,1G342355-000491,G342.354-00.047,14.8,,Simbad,253.8976,-43.4635
2G0073148-0012660,2G0073148-0012660,7.3148,-0.1266,1.24,3.36,2.89,3.13,0.82,4,103,0.51,0.13,0.3,R,,1G007315-001350,G007.303-00.125,,,Simbad,270.6458,-22.6933
2G3281162+0057052,2G3281162+0057052,328.1163,0.5705,0.38,1.12,0.77,0.96,0.28,16,93,0.72,,0.15,C,,1G328114+005732,G328.117+00.570,,,Simbad,238.1322,-53.2074
2G0180804+0006975,2G0180804+0006975,18.0805,0.0698,0.18,0.63,0.5,0.57,0.09,29,106,0.62,,0.22,C,,1G018081+000708,G018.076+00.068,11.8,,Simbad,275.9018,-13.1535
2G0494159-0019734,2G0494159-0019734,49.4159,-0.1973,0.27,2.21,1.94,2.08,0.26,86,71,0.48,,0.28,C,,1G049413-001928,G049.407-00.193,5.3,,Simbad,290.7238,14.5343
2G0039787-0079823,2G0039787-0079823,3.9787,-0.7982,0.23,0.96,0.85,0.91,0.23,78,113,0.46,0.33,0.4,R,,1G003978-007973,G003.975-00.797,,CN48,Simbad,269.4668,-25.9221
2G3263828-0007034,2G3263828-0007034,326.3829,-0.0703,0.69,1.51,0.7,1.18,0.23,70,96,0.89,0.11,0.17,R,,1G326381-000736,G326.380-00.072,,,Simbad,236.5058,-54.789
2G0094069-0009015,2G0094069-0009015,9.4069,-0.0901,0.19,0.3,0.21,0.26,0.09,171,124,0.72,0.14,0.14,R,,1G009404-000902,G009.405-00.091,,CN131,Simbad,271.7161,-20.852
2G0102626-0039943,2G0102626-0039943,10.2627,-0.3994,0.15,0.77,0.52,0.66,0.11,170,49,0.73,,0.17,C,,1G010262-003984,G010.259-00.401,,,Simbad,272.4486,-20.2539
2G0340949+0001809,2G0340949+0001809,34.0949,0.0181,0.09,0.49,0.29,0.41,0.05,44,93,0.8,,0.14,C,,1G034096+000203,G034.095+00.017,,,Simbad,283.3737,1.0433
2G3419634+0044011,2G3419634+0044011,341.9634,0.4401,0.97,1.59,1.38,1.49,0.59,23,109,0.5,0.08,0.31,R,,1G341963+004416,G341.962+00.437,,,Simbad,253.0331,-43.4578
2G0123548-0058216,2G0123548-0058216,12.3549,-0.5822,0.93,3.12,2.6,2.88,0.74,20,97,0.55,0.09,0.11,C,,1G012359-005614,G012.359-00.554,,,Simbad,273.6841,-18.5068
2G0532067+0015261,2G0532067+0015261,53.2067,0.1526,0.18,0.79,0.55,0.68,0.17,157,59,0.72,0.06,0.21,R,,1G053206+001514,G053.207+00.152,9.9,,Simbad,292.2801,18.036
2G0461740+0053330,2G0461740+0053330,46.1741,0.5333,0.21,0.7,0.59,0.64,0.13,175,147,0.54,0.15,0.26,R,,1G046175+005351,G046.173+00.533,11.5,,Simbad,288.5016,12.0112
2G0511938-0073692,2G0511938-0073692,51.1938,-0.7369,0.95,4.03,3.58,3.81,0.8,56,118,0.46,0.33,0.71,R,,1G051201-007383,G051.203-00.739,,,Simbad,292.0905,15.8429
2G3406435-0032240,2G3406435-0032240,340.6435,-0.3224,0.23,1.3,1.11,1.21,0.23,14,62,0.52,,0.24,C,,1G340636-003163,G340.638-00.319,,,Simbad,252.6797,-44.9609
2G0103173-0013476,2G0103173-0013476,10.3174,-0.1348,0.23,1.29,0.86,1.1,0.22,145,142,0.75,0.26,0.16,R,,1G010317-001386,G010.308-00.150,,CN148,Simbad,272.2301,-20.078
2G0244879-0024585,2G0244879-0024585,24.488,-0.2459,0.65,2.96,1.86,2.47,0.65,131,118,0.78,,0.15,C,P,1G024499-002429,G024.493-00.219,9.7,,Simbad,279.2073,-7.6223
2G0051897-0028621,2G0051897-0028621,5.1897,-0.2862,0.53,0.82,0.68,0.75,0.22,40,120,0.55,0.2,0.29,R,,1G005190-002877,G005.189-00.285,,CN64,Simbad,269.6456,-24.6174
2G3346618-0028276,2G3346618-0028276,334.6618,-0.2828,0.24,0.62,0.37,0.51,0.22,180,54,0.8,0.11,0.36,R,,1G334660-002835,G334.659-00.286,,,Simbad,246.7642,-49.3945
2G0136275+0019630,2G0136275+0019630,13.6276,0.1963,0.17,0.21,0.15,0.18,0.07,19,74,0.69,0.1,0.1,C,,1G013630+001949,,,,Simbad,273.6043,-17.0169
2G0284185-0013231,2G0284185-0013231,28.4185,-0.1323,0.19,0.57,0.47,0.52,0.23,33,84,0.58,0.23,0.15,R,,1G028419-001322,G028.420-00.131,,,Simbad,280.916,-4.0765
2G3101742-0024777,2G3101742-0024777,310.1742,-0.2478,0.06,0.5,0.47,0.49,0.03,91,87,0.28,,0.32,C,,1G310175-002488,G310.182-00.247,,,Simbad,208.5593,-62.2333
2G3328655-0056924,2G3328655-0056924,332.8656,-0.5693,0.13,0.9,0.73,0.82,0.13,105,114,0.58,0.2,0.21,R,,1G332865-005687,G332.861-00.573,,S49,Simbad,245.1132,-50.8739
2G3558423-0048948,2G3558423-0048948,355.8423,-0.4895,0.12,0.66,0.47,0.57,0.09,11,62,0.71,,0.21,C,,1G355843-004891,G355.842-00.490,,,Simbad,264.3285,-32.7242
2G3555043-0006262,2G3555043-0006262,355.5044,-0.0626,0.03,0.21,0.18,0.2,0.02,15,67,0.51,,0.2,C,,,G355.504-00.062,,CS35,Simbad,263.6844,-32.7786
2G3454765-0022154,2G3454765-0022154,345.4766,-0.2215,0.12,0.22,0.18,0.2,0.08,4,86,0.6,0.04,0.24,R,,,G345.477-00.221,,,Simbad,256.6737,-41.1062
2G0120854-0041270,2G0120854-0041270,12.0854,-0.4127,0.46,0.5,0.34,0.43,0.14,91,36,0.72,,0.18,C,,1G012088-004139,G012.089-00.414,,,Simbad,273.3911,-18.6625
2G0274957+0019652,2G0274957+0019652,27.4958,0.1965,0.06,0.45,0.35,0.4,0.04,28,88,0.63,,0.43,C,,,,,,Simbad,280.1995,-4.7466
2G0462135+0054714,2G0462135+0054714,46.2135,0.5472,0.08,0.31,0.26,0.29,0.08,28,103,0.54,0.17,0.27,R,,1G046214+005477,G046.213+00.547,11.5,,Simbad,288.5078,12.0525
2G3202557-0030016,2G3202557-0030016,320.2558,-0.3002,0.17,0.65,0.36,0.53,0.12,79,84,0.83,0.1,0.35,R,D,1G320257-003014,,,,Simbad,227.5223,-58.4291
2G3391705+0009299,2G3391705+0009299,339.1705,0.093,0.56,0.57,0.42,0.5,0.19,168,96,0.68,0.07,0.1,C,,1G339174+000930,G339.176+00.098,,,Simbad,250.8711,-45.8147
2G3420479+0039191,2G3420479+0039191,342.048,0.3919,0.29,1.64,1.07,1.38,0.15,38,45,0.76,,0.19,C,,1G342040+003934,,,S20,Simbad,253.1584,-43.423
2G3314745-0013858,2G3314745-0013858,331.4746,-0.1386,0.06,0.19,0.15,0.17,0.05,152,80,0.61,0.23,0.26,R,,,G331.475-00.138,,,Simbad,243.0374,-51.5288
2G3364056+0002708,2G3364056+0002708,336.4057,0.0271,0.35,0.65,0.42,0.55,0.2,157,92,0.76,0.18,0.18,R,,1G336405+000271,,,,Simbad,248.2396,-47.9155
2G0252809-0030408,2G0252809-0030408,25.2809,-0.3041,0.63,2.6,1.79,2.23,0.57,45,108,0.72,,0.3,C,,1G025268-003041,G025.291-00.303,11.2,,Simbad,279.6264,-6.9447
2G0363812+0001697,2G0363812+0001697,36.3813,0.017,0.05,0.61,0.37,0.51,0.04,91,92,0.8,,0.18,C,,1G036382+000172,G036.380+00.014,,,Simbad,284.4187,3.0773
2G3438112+0015293,2G3438112+0015293,343.8112,0.1529,0.32,0.64,0.48,0.57,0.22,10,89,0.66,0.15,0.33,R,,1G343812+001516,G343.811+00.151,17.0,,Simbad,254.9173,-42.1978
2G0175832+0008897,2G0175832+0008897,17.5832,0.089,0.1,0.39,0.31,0.35,0.15,168,101,0.61,0.36,0.14,R,,1G017585+000894,G017.584+00.088,,,Simbad,275.6446,-13.5837
2G0042026-0002616,2G0042026-0002616,4.2026,-0.0262,0.16,0.3,0.26,0.28,0.15,18,87,0.47,0.28,0.1,R,,1G004203-000259,G004.202-00.027,,CN53,Simbad,268.8511,-25.3408
2G0574719+0030381,2G0574719+0030381,57.472,0.3038,0.43,1.08,0.86,0.98,0.19,12,129,0.6,0.12,0.36,R,,1G057471+003043,G057.470+00.303,,,Simbad,294.3347,21.8422
2G0431630-0007096,2G0431630-0007096,43.1631,-0.071,0.13,0.32,0.23,0.28,0.07,32,84,0.7,0.06,0.12,C,,1G043164-000682,G043.162-00.071,12.2,,Simbad,287.6281,9.0627
2G3180030-0065227,2G3180030-0065227,318.003,-0.6523,1.42,5.2,4.33,4.78,0.79,35,78,0.55,,0.34,C,,1G317983-006559,G317.979-00.672,,S103,Simbad,224.0106,-59.827
2G3457087+0016103,2G3457087+0016103,345.7087,0.161,0.43,0.98,0.66,0.84,0.21,3,81,0.74,0.15,0.12,R,,1G345715+001570,G345.711+00.159,,,Simbad,256.4551,-40.6904
2G0281417+0032946,2G0281417+0032946,28.1417,0.3295,0.14,0.32,0.21,0.27,0.07,38,39,0.76,,0.2,C,D,,G028.140+00.327,,,Simbad,280.3774,-4.1115
2G3326036-0072792,2G3326036-0072792,332.6037,-0.7279,0.1,0.7,0.66,0.68,0.08,15,74,0.33,,0.21,C,,1G332604-007273,G332.601-00.727,,,Simbad,244.9945,-51.1709
2G0055034-0025338,2G0055034-0025338,5.5034,-0.2534,0.07,0.43,0.33,0.39,0.05,3,80,0.63,,0.2,C,,1G005504-002529,G005.503-00.252,,,Simbad,269.7864,-24.3292
2G0291346-0014296,2G0291346-0014296,29.1347,-0.143,0.18,0.53,0.38,0.46,0.19,11,86,0.7,0.3,0.27,R,,1G029136-001438,G029.134-00.145,,,Simbad,281.2534,-3.4443
2G3166828-0019366,2G3166828-0019366,316.6829,-0.1937,0.11,0.36,0.28,0.32,0.08,25,75,0.6,0.23,0.21,R,,,G316.679-00.197,,,Simbad,221.244,-59.9989
2G3018219+0078494,2G3018219+0078494,301.822,0.785,0.6,0.62,0.46,0.55,0.22,45,86,0.68,0.2,0.28,R,,1G301821+007850,G301.817+00.784,4.5,,Simbad,190.4898,-62.0663
2G3210341-0050835,2G3210341-0050835,321.0342,-0.5083,1.06,1.71,1.13,1.45,0.43,27,82,0.75,0.07,0.23,R,,1G321040-004969,,,,Simbad,228.9965,-58.2061
2G3330483+0073060,2G3330483+0073060,333.0484,0.7306,0.25,0.73,0.45,0.61,0.14,175,98,0.79,0.08,0.16,R,,1G333049+007283,G333.045+00.731,,,Simbad,243.8966,-49.8154
2G0276122+0001667,2G0276122+0001667,27.6122,0.0167,0.28,0.78,0.59,0.69,0.14,12,98,0.65,0.09,0.18,R,,1G027612+000203,G027.611+00.020,9.7,,Simbad,280.4133,-4.7254
2G3500949+0010832,2G3500949+0010832,350.095,0.1083,0.04,0.25,0.17,0.21,0.03,57,13,0.73,,0.26,C,,,G350.094+00.107,,,Simbad,259.8298,-37.1751
2G3367674+0024285,2G3367674+0024285,336.7674,0.2429,0.36,0.43,0.31,0.38,0.13,25,61,0.69,0.14,0.11,R,,1G336766+002430,G336.766+00.243,,,Simbad,248.3702,-47.5036
2G0164283-0019930,2G0164283-0019930,16.4283,-0.1993,0.11,0.72,0.61,0.67,0.07,67,67,0.53,,0.27,C,,1G016429-001984,G016.424-00.201,3.9,,Simbad,275.3472,-14.7386
2G0027733+0010656,2G0027733+0010656,2.7734,0.1066,0.16,0.48,0.38,0.43,0.12,179,81,0.63,0.12,0.23,R,,1G002773+001072,G002.773+00.107,,CN35,Simbad,267.9176,-26.505
2G0253045+0053425,2G0253045+0053425,25.3045,0.5343,0.05,0.25,0.13,0.2,0.03,42,70,0.84,0.32,0.34,R,,,G025.305+00.532,,,Simbad,278.8874,-6.5385
2G0319270+0019810,2G0319270+0019810,31.927,0.1981,0.09,0.86,0.57,0.73,0.05,14,53,0.75,,0.13,C,P,1G031922+001987,G031.915+00.196,7.2,,Simbad,282.2249,-0.804
2G3303473-0023769,2G3303473-0023769,330.3473,-0.2377,0.03,0.19,0.14,0.17,0.01,75,62,0.67,,0.64,C,,,G330.347-00.238,,,Simbad,241.8008,-52.3653
2G3452853-0098167,2G3452853-0098167,345.2853,-0.9817,0.4,2.56,1.17,1.99,0.33,56,38,0.89,,0.21,C,,,,,,Simbad,257.3329,-41.7146
2G3389574-0003205,2G3389574-0003205,338.9574,-0.0321,0.06,0.17,0.15,0.16,0.05,46,59,0.4,0.11,0.13,R,,,G338.957-00.032,,,Simbad,250.8058,-46.0576
2G0104562-0000021,2G0104562-0000021,10.4562,-0.0002,0.18,0.68,0.43,0.57,0.07,7,40,0.77,,0.17,C,,1G010455-000010,G010.453-00.006,,,Simbad,272.1765,-19.8913
2G2988409+0011938,2G2988409+0011938,298.8409,0.1194,0.62,0.54,0.46,0.5,0.3,168,88,0.54,0.09,0.14,R,,1G298836+001155,G298.846+00.121,10.4,,Simbad,183.9806,-62.4699
2G0163793-0030790,2G0163793-0030790,16.3793,-0.3079,0.07,0.31,0.29,0.3,0.02,170,120,0.38,,0.15,C,,1G016379-003073,G016.380-00.308,,,Simbad,275.4224,-14.8329
2G3125963+0022743,2G3125963+0022743,312.5964,0.2274,0.47,1.01,0.72,0.88,0.27,47,47,0.7,,0.22,C,,1G312596+002219,,,,Simbad,213.192,-61.109
2G3579667-0016881,2G3579667-0016881,357.9667,-0.1688,0.06,0.23,0.18,0.21,0.07,145,118,0.65,0.13,0.3,R,,1G357967-001679,G357.966-00.168,,,Simbad,265.3401,-30.7554
2G0058529+0052360,2G0058529+0052360,5.8529,0.5236,0.12,0.81,0.61,0.72,0.09,171,63,0.66,,0.23,C,,1G005854+005245,,,,Simbad,269.2412,-23.6379
2G3080669-0043237,2G3080669-0043237,308.067,-0.4324,0.18,0.33,0.24,0.29,0.09,31,120,0.69,0.11,0.15,R,,1G308067-004326,G308.067-00.432,,,Simbad,204.1715,-62.8521
2G3562769-0007904,2G3562769-0007904,356.2769,-0.079,0.41,0.68,0.47,0.58,0.21,58,93,0.72,0.07,0.1,C,,1G356278-000799,G356.277-00.080,,,Simbad,264.1948,-32.1371
2G0346021-0041059,2G0346021-0041059,34.6021,-0.4106,0.21,0.39,0.33,0.36,0.16,177,118,0.57,0.31,0.33,R,,1G034603-004112,G034.600-00.412,,N63,Simbad,283.9867,1.2991
2G0378802-0031961,2G0378802-0031961,37.8802,-0.3196,0.95,3.9,2.8,3.39,0.49,70,65,0.7,,0.15,C,,1G037856-002996,,,,Simbad,285.4053,4.2566
2G0051388-0009338,2G0051388-0009338,5.1388,-0.0934,0.21,0.55,0.41,0.49,0.13,57,76,0.67,,0.15,C,,1G005138-000897,G005.139-00.094,,,Simbad,269.434,-24.5651
