,dec_min,ra_min,dec_max,ra_max,fits_path
0,0.14332739114485107,53.192850268488165,0.17001155428946776,53.2191364010378,spitzer_05400+0000_rgb
0,0.12421508664847411,52.999555836827355,0.1382609035653076,53.013221526794865,spitzer_05400+0000_rgb
0,-0.8674342768074279,52.81342709519906,-0.8533074458940088,52.82769662630637,spitzer_05400+0000_rgb
0,-0.44439574750916744,54.54035098743503,-0.4218655556771777,54.562363357006575,spitzer_05400+0000_rgb
0,0.023153238700759277,53.56942220482661,0.07859130780783691,53.62385107798024,spitzer_05400+0000_rgb
0,-0.2565937474340625,53.584989587483435,-0.24113264732825682,53.60030290113239,spitzer_05400+0000_rgb
0,-0.051314452611855466,54.36780224241573,-0.0166145831671875,54.40090819911592,spitzer_05400+0000_rgb
0,0.08213907795465088,53.02022933922479,0.09978849184065673,53.03775749660159,spitzer_05400+0000_rgb
0,-0.6267617124823828,52.972569997253466,-0.6146332539448132,52.98431299843812,spitzer_05400+0000_rgb
0,-0.6949503104333093,54.183422198686614,-0.680295891634541,54.197288328105245,spitzer_05400+0000_rgb
0,0.5205865833358008,53.47466048702423,0.5362556912520263,53.490006189995775,spitzer_05400+0000_rgb
0,-0.22943237075255127,54.38183096948898,-0.212079262202124,54.39955557868674,spitzer_05400+0000_rgb
0,0.9752465722787841,53.79057177943803,0.9844674380719921,53.79966064653464,spitzer_05400+0000_rgb
0,0.19645654100418455,53.180258960020325,0.21689404079980956,53.20072673325315,spitzer_05400+0000_rgb
0,0.8612853103975634,53.432930018691536,0.8826059482051903,53.45429785701952,spitzer_05400+0000_rgb
0,0.19980615034568847,53.14813558794573,0.21322102651362304,53.161744311767976,spitzer_05400+0000_rgb
0,-0.889554007217741,52.8845400502171,-0.8655667841503216,52.908491872894245,spitzer_05400+0000_rgb
0,0.5916736594478467,53.347332526057926,0.6037931254724853,53.35924626291796,spitzer_05400+0000_rgb
0,-0.6362799415538671,52.49562468952292,-0.6015841818096789,52.53062436365209,spitzer_05400+0000_rgb
0,0.02276033505885498,53.00766814143373,0.040748534748764643,53.025748056617516,spitzer_05400+0000_rgb
0,0.022885986099265135,53.572521163128954,0.03910262005168213,53.58874381921673,spitzer_05400+0000_rgb
0,0.06317073504537597,53.60443083077861,0.08484407467239258,53.62595247769881,spitzer_05400+0000_rgb
0,-0.630334832563839,54.73689753494873,-0.6220562681934997,54.74522264879777,spitzer_05400+0000_rgb
0,0.16264469238396972,53.1455984785961,0.18543098772902342,53.1686233807096,spitzer_05400+0000_rgb
0,0.5916738222082617,54.67126545552693,0.6063862244048877,54.68574852829877,spitzer_05400+0000_rgb
0,0.730996086440039,52.459938491963115,0.7514226812878564,52.47946518447618,spitzer_05400+0000_rgb
0,0.788929679610703,52.74220834591125,0.7978212810842871,52.75112826769705,spitzer_05400+0000_rgb
0,0.3291992154580078,52.74488608025947,0.3425283168872168,52.75816602804334,spitzer_05400+0000_rgb
0,-1.0302432147952238,52.61662533935458,-1.012004221650791,52.635217136043664,spitzer_05400+0000_rgb
0,0.9718020736153125,54.40500284425726,0.9905558169173584,54.42387092675087,spitzer_05400+0000_rgb
0,0.9610260320564062,54.74524331937048,0.9694641830136913,54.753815422149344,spitzer_05400+0000_rgb
0,0.9646725163949413,53.76985709865559,0.9820483300232665,53.78733838103287,spitzer_05400+0000_rgb
0,-0.24257275148052246,53.62399186573925,-0.23250032319583006,53.63386719116133,spitzer_05400+0000_rgb
0,-0.4001754517274121,329.2856398183415,-0.3757212690292456,329.3094515043013,spitzer_33000+0000_rgb
0,-0.4417589474053271,331.04493797783186,-0.4210371865448364,331.06522138420456,spitzer_33000+0000_rgb
0,-0.20349047648072022,330.93885301795524,-0.07291446867189696,331.0708664850596,spitzer_33000+0000_rgb
0,-0.4638317010908496,330.777127433635,-0.4421792761771655,330.7981218181907,spitzer_33000+0000_rgb
0,0.9457490139800098,328.98318376667856,0.9775995995990039,329.01524317391005,spitzer_33000+0000_rgb
